material,score
Ti6Al4V_workpiece,51.80805101
Ti6Al4V_workpiece,49.52842953
Ti6Al4V_workpiece,53.68472364
Ti6Al4V_workpiece,50.85508011
Ti6Al4V_workpiece,57.97599869
Ti6Al4V_workpiece,56.06251986
Ti6Al4V_workpiece,54.81269887
Ti6Al4V_workpiece,54.2883747
Ti6Al4V_workpiece,48.32825187
Ti6Al4V_workpiece,50.65426238
Ti6Al4V_workpiece,55.64718946
Ti6Al4V_workpiece,52.25545461
Ti6Al4V_workpiece,55.15769203
Ti6Al4V_workpiece,47.700458
Ti6Al4V_workpiece,44.41175722
Ti6Al4V_workpiece,53.42106383
Ti6Al4V_workpiece,50.06299131
Ti6Al4V_workpiece,51.77091744
Ti6Al4V_workpiece,54.12646392
Ti6Al4V_workpiece,51.8000387
Ti6Al4V_workpiece,47.23804814
Ti6Al4V_workpiece,54.62984419
Ti6Al4V_workpiece,49.27343731
Ti6Al4V_workpiece,59.27066874
Ti6Al4V_workpiece,49.84870051
Ti6Al4V_workpiece,50.84502838
Ti6Al4V_workpiece,52.6943079
Ti6Al4V_workpiece,52.79831888
Ti6Al4V_workpiece,54.01806758
Ti6Al4V_workpiece,54.56894317
Ti6Al4V_workpiece,47.6046524
Ti6Al4V_workpiece,56.47339875
Ti6Al4V_workpiece,56.31951931
Ti6Al4V_workpiece,56.0171545
Ti6Al4V_workpiece,48.22868351
Ti6Al4V_workpiece,45.76071888
Ti6Al4V_workpiece,51.4289139
Ti6Al4V_workpiece,55.77101538
Ti6Al4V_workpiece,49.7026742
Ti6Al4V_workpiece,50.56715591
Ti6Al4V_workpiece,52.84171849
Ti6Al4V_workpiece,52.09085081
Ti6Al4V_workpiece,47.34215251
Ti6Al4V_workpiece,55.43286908
Ti6Al4V_workpiece,57.28013247
Ti6Al4V_workpiece,51.83675114
Ti6Al4V_workpiece,53.92365332
Ti6Al4V_workpiece,49.68236281
Ti6Al4V_workpiece,54.15781346
Ti6Al4V_workpiece,49.52776223
Ti6Al4V_workpiece,50.58258344
Ti6Al4V_workpiece,50.30070055
Ti6Al4V_workpiece,52.42499244
Ti6Al4V_workpiece,52.22695187
Ti6Al4V_workpiece,50.40808868
Ti6Al4V_workpiece,49.51461637
Ti6Al4V_workpiece,52.36429127
Ti6Al4V_workpiece,52.19385186
Ti6Al4V_workpiece,51.03140699
Ti6Al4V_workpiece,54.23060248
Ti6Al4V_workpiece,51.25600016
Ti6Al4V_workpiece,53.93992906
Ti6Al4V_workpiece,51.16855693
Ti6Al4V_workpiece,54.78474402
Ti6Al4V_workpiece,49.85612136
Ti6Al4V_workpiece,51.96445539
Ti6Al4V_workpiece,49.54596372
Ti6Al4V_workpiece,53.29990792
Ti6Al4V_workpiece,50.81653252
Ti6Al4V_workpiece,53.48543871
Ti6Al4V_workpiece,51.58542966
Ti6Al4V_workpiece,52.56264184
Ti6Al4V_workpiece,49.9082697
Ti6Al4V_workpiece,47.92038497
Ti6Al4V_workpiece,53.38341058
Ti6Al4V_workpiece,57.50346026
Ti6Al4V_workpiece,48.84013685
Ti6Al4V_workpiece,50.64271771
Ti6Al4V_workpiece,57.20063468
Ti6Al4V_workpiece,61.52469571
Ti6Al4V_workpiece,50.64800552
Ti6Al4V_workpiece,55.14993668
Ti6Al4V_workpiece,46.74058323
Ti6Al4V_workpiece,55.33366862
Ti6Al4V_workpiece,50.53941674
Ti6Al4V_workpiece,54.68133296
Ti6Al4V_workpiece,48.95200114
Ti6Al4V_workpiece,53.8959959
Ti6Al4V_workpiece,52.40778656
Ti6Al4V_workpiece,48.65058931
Ti6Al4V_workpiece,50.69308201
Ti6Al4V_workpiece,56.48648466
Ti6Al4V_workpiece,53.67544846
Ti6Al4V_workpiece,55.01552805
Ti6Al4V_workpiece,51.57566289
Ti6Al4V_workpiece,51.14016926
Ti6Al4V_workpiece,57.95437193
Ti6Al4V_workpiece,121.7984602
Ti6Al4V_workpiece,52.95295888
Ti6Al4V_workpiece,48.26368714
Ti6Al4V_workpiece,49.82750245
Ti6Al4V_workpiece,46.32517242
Ti6Al4V_workpiece,50.88378961
Ti6Al4V_workpiece,52.88500054
Ti6Al4V_workpiece,50.1969038
Ti6Al4V_workpiece,49.78432941
Ti6Al4V_workpiece,51.09112874
Ti6Al4V_workpiece,52.95107907
Ti6Al4V_workpiece,54.49321068
Ti6Al4V_workpiece,47.30062239
Ti6Al4V_workpiece,49.69393372
Ti6Al4V_workpiece,55.36881368
Ti6Al4V_workpiece,51.04528114
Ti6Al4V_workpiece,55.36509759
Ti6Al4V_workpiece,51.75876135
Ti6Al4V_workpiece,52.28310863
Ti6Al4V_workpiece,54.96135036
Ti6Al4V_workpiece,49.60618281
Ti6Al4V_workpiece,55.2779931
Ti6Al4V_workpiece,52.27939869
Ti6Al4V_workpiece,50.16446497
Ti6Al4V_workpiece,47.86022315
Ti6Al4V_workpiece,56.77610271
Ti6Al4V_workpiece,50.91702904
Ti6Al4V_workpiece,53.22658072
Ti6Al4V_workpiece,55.72975562
Ti6Al4V_workpiece,50.13043776
Ti6Al4V_workpiece,48.69934474
Ti6Al4V_workpiece,57.79128219
Ti6Al4V_workpiece,51.47941509
Ti6Al4V_workpiece,53.51294111
Ti6Al4V_workpiece,54.90602049
Ti6Al4V_workpiece,49.07248411
Ti6Al4V_workpiece,54.48374799
Ti6Al4V_workpiece,53.0045492
Ti6Al4V_workpiece,49.94702423
Ti6Al4V_workpiece,51.40761288
Ti6Al4V_workpiece,54.61259324
Ti6Al4V_workpiece,46.66366554
Ti6Al4V_workpiece,51.68027394
Ti6Al4V_workpiece,54.11017943
Ti6Al4V_workpiece,58.09244099
Ti6Al4V_workpiece,55.12691399
Ti6Al4V_workpiece,48.54365541
Ti6Al4V_workpiece,52.56448435
Ti6Al4V_workpiece,50.80872549
Ti6Al4V_workpiece,57.04976594
Ti6Al4V_workpiece,48.51065063
Ti6Al4V_workpiece,57.28334262
Ti6Al4V_workpiece,51.23303268
Ti6Al4V_workpiece,49.33036876
Ti6Al4V_workpiece,49.13862927
Ti6Al4V_workpiece,53.33531143
Ti6Al4V_workpiece,51.13410229
Ti6Al4V_workpiece,49.75595275
Ti6Al4V_workpiece,45.00889264
Ti6Al4V_workpiece,49.63745409
Ti6Al4V_workpiece,53.20731937
Ti6Al4V_workpiece,49.16369107
Ti6Al4V_workpiece,54.51169541
Ti6Al4V_workpiece,50.58604894
Ti6Al4V_workpiece,50.61588933
Ti6Al4V_workpiece,58.95446009
Ti6Al4V_workpiece,47.7577196
Ti6Al4V_workpiece,53.23197575
Ti6Al4V_workpiece,54.35711774
Ti6Al4V_workpiece,49.94891448
Ti6Al4V_workpiece,46.69469829
Ti6Al4V_workpiece,47.44201827
Ti6Al4V_workpiece,52.74671149
Ti6Al4V_workpiece,52.24936504
Ti6Al4V_workpiece,51.86394583
Ti6Al4V_workpiece,55.06918641
Ti6Al4V_workpiece,48.62661281
Ti6Al4V_workpiece,56.55593283
Ti6Al4V_workpiece,52.397544
Ti6Al4V_workpiece,48.40299928
Ti6Al4V_workpiece,49.64600093
Ti6Al4V_workpiece,52.56784724
Ti6Al4V_workpiece,51.93011386
Ti6Al4V_workpiece,46.96457316
Ti6Al4V_workpiece,55.22288398
Ti6Al4V_workpiece,53.23799031
Ti6Al4V_workpiece,51.65042528
Ti6Al4V_workpiece,54.5037087
Ti6Al4V_workpiece,50.23138131
Ti6Al4V_workpiece,54.53300385
Ti6Al4V_workpiece,53.37843389
Ti6Al4V_workpiece,49.32331735
Ti6Al4V_workpiece,47.84660119
Ti6Al4V_workpiece,49.36983532
Ti6Al4V_workpiece,54.48156618
Ti6Al4V_workpiece,52.652082
Ti6Al4V_workpiece,48.49866576
Ti6Al4V_workpiece,48.46143995
Ti6Al4V_workpiece,52.54956549
Ti6Al4V_workpiece,51.20001555
Ti6Al4V_workpiece,53.69256762
Ti6Al4V_workpiece,56.65287046
Ti6Al4V_workpiece,48.52535384
Ti6Al4V_workpiece,58.22698127
Ti6Al4V_workpiece,53.29308688
Ti6Al4V_workpiece,54.4632416
Ti6Al4V_workpiece,50.57675558
Ti6Al4V_workpiece,54.46997704
Ti6Al4V_workpiece,49.95963495
Ti6Al4V_workpiece,54.34390346
Ti6Al4V_workpiece,55.27562926
Ti6Al4V_workpiece,52.28631189
Ti6Al4V_workpiece,53.17448189
Ti6Al4V_workpiece,53.68020913
Ti6Al4V_workpiece,52.16436415
Ti6Al4V_workpiece,52.21658502
Ti6Al4V_workpiece,50.63637748
Ti6Al4V_workpiece,52.48027766
Ti6Al4V_workpiece,50.52981261
Ti6Al4V_workpiece,52.20522368
Ti6Al4V_workpiece,51.77321824
Ti6Al4V_workpiece,50.86750749
Ti6Al4V_workpiece,52.09236952
Ti6Al4V_workpiece,50.93179245
Ti6Al4V_workpiece,58.85706245
Ti6Al4V_workpiece,49.99911934
Ti6Al4V_workpiece,47.66983033
Ti6Al4V_workpiece,50.56830592
Ti6Al4V_workpiece,54.98668838
Ti6Al4V_workpiece,48.77010814
Ti6Al4V_workpiece,50.79419646
Ti6Al4V_workpiece,57.72199988
Ti6Al4V_workpiece,51.59682092
Ti6Al4V_workpiece,56.04480081
Ti6Al4V_workpiece,52.42372701
Ti6Al4V_workpiece,56.17150554
Ti6Al4V_workpiece,52.46067608
Ti6Al4V_workpiece,54.3935997
Ti6Al4V_workpiece,53.41452604
Ti6Al4V_workpiece,53.00138004
Ti6Al4V_workpiece,52.71423297
Ti6Al4V_workpiece,62.38789282
Ti6Al4V_workpiece,53.0300381
Ti6Al4V_workpiece,53.28803211
Ti6Al4V_workpiece,51.88843619
Ti6Al4V_workpiece,52.77681823
Ti6Al4V_workpiece,50.46216605
Ti6Al4V_workpiece,48.90146877
Ti6Al4V_workpiece,48.69454699
Ti6Al4V_workpiece,53.07739069
Ti6Al4V_workpiece,52.28220121
Ti6Al4V_workpiece,53.69904513
Ti6Al4V_workpiece,51.52047573
Ti6Al4V_workpiece,53.99085065
Ti6Al4V_workpiece,56.21593388
Ti6Al4V_workpiece,49.78725699
Ti6Al4V_workpiece,56.81474263
Ti6Al4V_workpiece,53.96345599
Ti6Al4V_workpiece,53.58240631
Ti6Al4V_workpiece,49.25568036
Ti6Al4V_workpiece,52.95236238
Ti6Al4V_workpiece,49.96321453
Ti6Al4V_workpiece,50.63135746
Ti6Al4V_workpiece,54.99800924
Ti6Al4V_workpiece,49.15914216
Ti6Al4V_workpiece,46.21802685
Ti6Al4V_workpiece,54.04182716
Ti6Al4V_workpiece,51.02921795
Ti6Al4V_workpiece,54.41428403
Ti6Al4V_workpiece,57.13191309
Ti6Al4V_workpiece,52.0537855
Ti6Al4V_workpiece,50.35221316
Ti6Al4V_workpiece,51.76727693
Ti6Al4V_workpiece,48.4651873
Ti6Al4V_workpiece,47.33946887
Ti6Al4V_workpiece,50.75305734
Ti6Al4V_workpiece,49.49585682
Ti6Al4V_workpiece,51.93387304
Ti6Al4V_workpiece,52.46273046
Ti6Al4V_workpiece,57.29017791
Ti6Al4V_workpiece,50.15450801
Ti6Al4V_workpiece,48.91092961
Ti6Al4V_workpiece,49.99987758
Ti6Al4V_workpiece,51.61990547
Ti6Al4V_workpiece,52.48311908
Ti6Al4V_workpiece,55.31794481
Ti6Al4V_workpiece,50.81404775
Ti6Al4V_workpiece,49.81480984
Ti6Al4V_workpiece,46.36666335
Ti6Al4V_workpiece,48.39720099
Ti6Al4V_workpiece,50.8638647
Ti6Al4V_workpiece,53.61318905
Ti6Al4V_workpiece,52.4837258
Ti6Al4V_workpiece,54.43781656
Ti6Al4V_workpiece,49.74896117
Ti6Al4V_workpiece,54.29565711
Ti6Al4V_workpiece,50.80122687
Ti6Al4V_workpiece,53.38406597
Ti6Al4V_workpiece,54.03148051
Ti6Al4V_workpiece,50.45834736
Ti6Al4V_workpiece,53.16705756
Ti6Al4V_workpiece,50.13097097
Ti6Al4V_workpiece,51.3044034
Ti6Al4V_workpiece,48.72383702
Ti6Al4V_workpiece,58.3486646
Ti6Al4V_workpiece,55.09051022
Ti6Al4V_workpiece,52.05699525
Ti6Al4V_workpiece,55.17623069
Ti6Al4V_workpiece,50.65193739
Ti6Al4V_workpiece,55.95110668
Ti6Al4V_workpiece,54.424044
Ti6Al4V_workpiece,52.09694157
Ti6Al4V_workpiece,49.7182989
Ti6Al4V_workpiece,53.92049689
Ti6Al4V_workpiece,54.80248107
Ti6Al4V_workpiece,45.46022953
Ti6Al4V_workpiece,56.37562403
Ti6Al4V_workpiece,52.46718341
Ti6Al4V_workpiece,50.79979785
Ti6Al4V_workpiece,51.71208483
Ti6Al4V_workpiece,49.48565226
Ti6Al4V_workpiece,60.65068029
Ti6Al4V_workpiece,48.22652073
Ti6Al4V_workpiece,57.50504098
Ti6Al4V_workpiece,61.08744102
Ti6Al4V_workpiece,52.63521388
Ti6Al4V_workpiece,49.38380903
Ti6Al4V_workpiece,55.1221989
Ti6Al4V_workpiece,54.35254145
Ti6Al4V_workpiece,45.82244784
Ti6Al4V_workpiece,55.01255432
Ti6Al4V_workpiece,50.59891915
Ti6Al4V_workpiece,54.17578476
Ti6Al4V_workpiece,54.61156185
Ti6Al4V_workpiece,48.73848771
Ti6Al4V_workpiece,53.21900675
Ti6Al4V_workpiece,47.52222058
Ti6Al4V_workpiece,52.90864476
Ti6Al4V_workpiece,50.64847382
Ti6Al4V_workpiece,53.29723598
Ti6Al4V_workpiece,51.95377391
Ti6Al4V_workpiece,46.00831767
Ti6Al4V_workpiece,50.21424054
Ti6Al4V_workpiece,52.62302887
Ti6Al4V_workpiece,53.71049668
Ti6Al4V_workpiece,52.54862328
Ti6Al4V_workpiece,53.13211447
Ti6Al4V_workpiece,50.38843945
Ti6Al4V_workpiece,49.09293041
Ti6Al4V_workpiece,59.55861893
Ti6Al4V_workpiece,54.6426548
Ti6Al4V_workpiece,53.73432771
Ti6Al4V_workpiece,46.30616522
Ti6Al4V_workpiece,54.47234402
Ti6Al4V_workpiece,49.95730688
Ti6Al4V_workpiece,50.39664859
Ti6Al4V_workpiece,51.33853586
Ti6Al4V_workpiece,53.56933269
Ti6Al4V_workpiece,55.89121305
Ti6Al4V_workpiece,53.74180968
Ti6Al4V_workpiece,48.51732997
Ti6Al4V_workpiece,50.27626556
Ti6Al4V_workpiece,49.01405648
Ti6Al4V_workpiece,55.95800956
Ti6Al4V_workpiece,48.68947095
Ti6Al4V_workpiece,50.77960407
Ti6Al4V_workpiece,47.82147516
Ti6Al4V_workpiece,53.03554876
Ti6Al4V_workpiece,60.9919451
Ti6Al4V_workpiece,48.23375249
Ti6Al4V_workpiece,49.09073495
Ti6Al4V_workpiece,46.38063894
Ti6Al4V_workpiece,49.66068386
Ti6Al4V_workpiece,53.86439376
Ti6Al4V_workpiece,50.84678074
Ti6Al4V_workpiece,48.36839689
Ti6Al4V_workpiece,44.45103385
Ti6Al4V_workpiece,48.2772793
Ti6Al4V_workpiece,53.10258054
Ti6Al4V_workpiece,53.25718845
Ti6Al4V_workpiece,53.22432092
Ti6Al4V_workpiece,49.65558142
Ti6Al4V_workpiece,50.74989457
Ti6Al4V_workpiece,50.37497838
Ti6Al4V_workpiece,62.81955678
Ti6Al4V_workpiece,50.57550651
Ti6Al4V_workpiece,49.59256963
Ti6Al4V_workpiece,48.97403949
Ti6Al4V_workpiece,54.17410082
Ti6Al4V_workpiece,51.38076543
Ti6Al4V_workpiece,50.36039667
Ti6Al4V_workpiece,47.9564864
Ti6Al4V_workpiece,49.80024338
Ti6Al4V_workpiece,57.7102195
Ti6Al4V_workpiece,49.8544475
Ti6Al4V_workpiece,56.73953914
Ti6Al4V_workpiece,48.14147317
Ti6Al4V_workpiece,48.61944288
Ti6Al4V_workpiece,54.64623422
Ti6Al4V_workpiece,59.2300713
Ti6Al4V_workpiece,55.29191352
Ti6Al4V_workpiece,54.11316166
Ti6Al4V_workpiece,50.08217081
Ti6Al4V_workpiece,49.89546499
Ti6Al4V_workpiece,51.908044
Ti6Al4V_workpiece,53.65814874
Ti6Al4V_workpiece,53.85724071
Ti6Al4V_workpiece,55.88650211
Ti6Al4V_workpiece,47.92685275
Ti6Al4V_workpiece,51.46555117
Ti6Al4V_workpiece,49.80603436
Ti6Al4V_workpiece,51.86516279
Ti6Al4V_workpiece,51.46954042
Ti6Al4V_workpiece,50.79234085
Ti6Al4V_workpiece,48.78319631
Ti6Al4V_workpiece,54.44407251
Ti6Al4V_workpiece,50.31793126
Ti6Al4V_workpiece,50.88795441
Ti6Al4V_workpiece,47.24760699
Ti6Al4V_workpiece,49.13978722
Ti6Al4V_workpiece,46.12797354
Ti6Al4V_workpiece,52.10798733
Ti6Al4V_workpiece,61.08364582
Ti6Al4V_workpiece,56.46130781
Ti6Al4V_workpiece,51.63780198
Ti6Al4V_workpiece,54.30323534
Ti6Al4V_workpiece,48.32910376
Ti6Al4V_workpiece,50.12817859
Ti6Al4V_workpiece,50.29963142
Ti6Al4V_workpiece,54.42886494
Ti6Al4V_workpiece,47.83856677
Ti6Al4V_workpiece,53.9400038
Ti6Al4V_workpiece,50.45526167
Ti6Al4V_workpiece,46.17558191
Ti6Al4V_workpiece,51.30544444
Ti6Al4V_workpiece,48.14668096
Ti6Al4V_workpiece,52.0872027
Ti6Al4V_workpiece,56.77135259
Ti6Al4V_workpiece,50.4564194
Ti6Al4V_workpiece,51.15672806
Ti6Al4V_workpiece,53.78693319
Ti6Al4V_workpiece,54.04395547
Ti6Al4V_workpiece,54.64268417
Ti6Al4V_workpiece,58.01059573
Ti6Al4V_workpiece,55.03733229
Ti6Al4V_workpiece,52.49547254
Ti6Al4V_workpiece,53.27952228
Ti6Al4V_workpiece,49.20070142
Ti6Al4V_workpiece,53.94699171
Ti6Al4V_workpiece,52.04549677
Ti6Al4V_workpiece,53.59726812
Ti6Al4V_workpiece,49.72759129
Ti6Al4V_workpiece,47.28307456
Ti6Al4V_workpiece,50.00735909
Ti6Al4V_workpiece,53.8802782
Ti6Al4V_workpiece,54.09789839
Ti6Al4V_workpiece,47.00977258
Ti6Al4V_workpiece,51.18256316
Ti6Al4V_workpiece,50.95819799
Ti6Al4V_workpiece,50.55742594
Ti6Al4V_workpiece,57.24633964
Ti6Al4V_workpiece,56.92907691
Ti6Al4V_workpiece,53.63255601
Ti6Al4V_workpiece,49.60983884
Ti6Al4V_workpiece,53.26731353
Ti6Al4V_workpiece,49.91453071
Ti6Al4V_workpiece,51.8436897
Ti6Al4V_workpiece,51.10460065
Ti6Al4V_workpiece,54.20978864
Ti6Al4V_workpiece,55.96884828
Ti6Al4V_workpiece,47.89509301
Ti6Al4V_workpiece,48.1763208
Ti6Al4V_workpiece,54.1437434
Ti6Al4V_workpiece,55.64891936
Ti6Al4V_workpiece,53.55093692
Ti6Al4V_workpiece,51.62188123
Ti6Al4V_workpiece,50.8330515
Ti6Al4V_workpiece,51.51139934
Ti6Al4V_workpiece,55.85488956
Ti6Al4V_workpiece,59.00935225
Ti6Al4V_workpiece,55.95159382
Ti6Al4V_workpiece,49.94829755
Ti6Al4V_workpiece,48.8088174
Ti6Al4V_workpiece,51.73690937
Ti6Al4V_workpiece,51.27120213
Ti6Al4V_workpiece,51.75520948
Ti6Al4V_workpiece,50.84119535
Ti6Al4V_workpiece,56.83992252
Ti6Al4V_workpiece,56.88420295
Ti6Al4V_workpiece,54.45462307
Ti6Al4V_workpiece,52.99571137
Ti6Al4V_workpiece,61.65958824
Ti6Al4V_workpiece,46.26215986
Ti6Al4V_workpiece,48.44494729
Ti6Al4V_workpiece,50.7721239
Ti6Al4V_workpiece,49.25278682
Ti6Al4V_workpiece,53.27498891
Ti6Al4V_workpiece,57.75516759
Ti6Al4V_workpiece,49.60086861
Ti6Al4V_workpiece,53.65452768
Ti6Al4V_workpiece,51.89219545
Ti6Al4V_workpiece,50.11032255
Ti6Al4V_workpiece,51.25035057
Ti6Al4V_workpiece,51.76940596
Ti6Al4V_workpiece,54.6445842
Ti6Al4V_workpiece,52.06632304
Ti6Al4V_workpiece,53.21747297
Ti6Al4V_workpiece,47.24253635
Ti6Al4V_workpiece,57.06478326
Ti6Al4V_workpiece,49.40448537
Ti6Al4V_workpiece,52.71463784
Ti6Al4V_workpiece,48.52575814
Ti6Al4V_workpiece,53.35138872
Ti6Al4V_workpiece,50.3456258
Ti6Al4V_workpiece,51.07131155
Ti6Al4V_workpiece,57.92783947
Ti6Al4V_workpiece,51.15789596
Ti6Al4V_workpiece,52.26628764
Ti6Al4V_workpiece,54.17285771
Ti6Al4V_workpiece,54.5831891
Ti6Al4V_workpiece,54.34402349
Ti6Al4V_workpiece,46.73418702
Ti6Al4V_workpiece,52.46776529
Ti6Al4V_workpiece,51.69014614
Ti6Al4V_workpiece,53.8606798
Ti6Al4V_workpiece,50.56326491
Ti6Al4V_workpiece,52.72577624
Ti6Al4V_workpiece,51.62745831
Ti6Al4V_workpiece,49.02966839
Ti6Al4V_workpiece,45.06101238
Ti6Al4V_workpiece,52.9703706
Ti6Al4V_workpiece,57.4037827
Ti6Al4V_workpiece,47.11404894
Ti6Al4V_workpiece,53.66572594
Ti6Al4V_workpiece,53.13718825
Ti6Al4V_workpiece,57.74607246
Ti6Al4V_workpiece,48.90721262
Ti6Al4V_workpiece,61.13523334
Ti6Al4V_workpiece,52.69280459
Ti6Al4V_workpiece,51.07399215
Ti6Al4V_workpiece,53.22586243
Ti6Al4V_workpiece,53.18133462
Ti6Al4V_workpiece,49.51177152
Ti6Al4V_workpiece,49.3752095
Ti6Al4V_workpiece,46.93851262
Ti6Al4V_workpiece,51.13948158
Ti6Al4V_workpiece,50.18475658
Ti6Al4V_workpiece,56.42960927
Ti6Al4V_workpiece,53.16605359
Ti6Al4V_workpiece,60.24796243
Ti6Al4V_workpiece,50.93417915
Ti6Al4V_workpiece,50.68795759
Ti6Al4V_workpiece,45.41264693
Ti6Al4V_workpiece,50.38104083
Ti6Al4V_workpiece,54.19928576
Ti6Al4V_workpiece,48.82355974
Ti6Al4V_workpiece,47.02706239
Ti6Al4V_workpiece,56.95296425
Ti6Al4V_workpiece,52.28408173
Ti6Al4V_workpiece,49.13086888
Ti6Al4V_workpiece,46.55477626
Ti6Al4V_workpiece,51.1265482
Ti6Al4V_workpiece,50.52409768
Ti6Al4V_workpiece,55.47004331
Ti6Al4V_workpiece,54.00259926
Ti6Al4V_workpiece,52.98629631
Ti6Al4V_workpiece,54.75319969
Ti6Al4V_workpiece,56.74982003
Ti6Al4V_workpiece,55.13213409
Ti6Al4V_workpiece,57.18291801
Ti6Al4V_workpiece,52.27570863
Ti6Al4V_workpiece,50.55595611
Ti6Al4V_workpiece,47.84558356
Ti6Al4V_workpiece,49.52986367
Ti6Al4V_workpiece,52.50673837
Ti6Al4V_workpiece,50.81358608
Ti6Al4V_workpiece,50.75266924
Ti6Al4V_workpiece,51.30867086
Ti6Al4V_workpiece,49.13277816
Ti6Al4V_workpiece,55.22578254
Ti6Al4V_workpiece,50.20836664
Ti6Al4V_workpiece,47.61877705
Ti6Al4V_workpiece,50.30226316
Ti6Al4V_workpiece,53.5690687
Ti6Al4V_workpiece,51.7005616
Ti6Al4V_workpiece,51.72619313
Ti6Al4V_workpiece,48.46478183
Ti6Al4V_workpiece,50.23592217
Ti6Al4V_workpiece,55.67350389
Ti6Al4V_workpiece,63.3009643
Ti6Al4V_workpiece,51.67143959
Ti6Al4V_workpiece,49.36525078
Ti6Al4V_workpiece,51.51717342
Ti6Al4V_workpiece,46.27191701
Ti6Al4V_workpiece,51.28791893
Ti6Al4V_workpiece,52.9560425
Ti6Al4V_workpiece,52.65166648
Ti6Al4V_workpiece,50.65014673
Ti6Al4V_workpiece,52.27172157
Ti6Al4V_workpiece,54.8790803
Ti6Al4V_workpiece,46.55978258
Ti6Al4V_workpiece,58.18031258
Ti6Al4V_workpiece,53.5441676
Ti6Al4V_workpiece,49.98048848
Ti6Al4V_workpiece,55.43248591
Ti6Al4V_workpiece,47.35905292
Ti6Al4V_workpiece,53.0346758
Ti6Al4V_workpiece,55.49683377
Ti6Al4V_workpiece,52.32585292
Ti6Al4V_workpiece,53.35831089
Ti6Al4V_workpiece,56.09278323
Ti6Al4V_workpiece,52.44411296
Ti6Al4V_workpiece,53.96803006
Ti6Al4V_workpiece,51.29438426
Ti6Al4V_workpiece,51.76237658
Ti6Al4V_workpiece,51.82385365
Ti6Al4V_workpiece,50.86240208
Ti6Al4V_workpiece,45.97342978
Ti6Al4V_workpiece,50.04173621
Ti6Al4V_workpiece,50.4941186
Ti6Al4V_workpiece,52.34413158
Ti6Al4V_workpiece,46.82871872
Ti6Al4V_workpiece,53.98552774
Ti6Al4V_workpiece,52.08061183
Ti6Al4V_workpiece,52.04520401
Ti6Al4V_workpiece,48.5819077
Ti6Al4V_workpiece,52.48438735
Ti6Al4V_workpiece,51.38096154
Ti6Al4V_workpiece,52.98733722
Ti6Al4V_workpiece,52.37826167
Ti6Al4V_workpiece,52.71964027
Ti6Al4V_workpiece,50.93347488
Ti6Al4V_workpiece,50.46082377
Ti6Al4V_workpiece,52.54908087
Ti6Al4V_workpiece,48.70449148
Ti6Al4V_workpiece,53.23744595
Ti6Al4V_workpiece,51.61221674
Ti6Al4V_workpiece,46.5160927
Ti6Al4V_workpiece,56.29691229
Ti6Al4V_workpiece,48.12526991
Ti6Al4V_workpiece,51.2224551
Ti6Al4V_workpiece,52.85735466
Ti6Al4V_workpiece,46.62323337
Ti6Al4V_workpiece,49.82632014
Ti6Al4V_workpiece,49.32356273
Ti6Al4V_workpiece,55.30010226
Ti6Al4V_workpiece,48.90343763
Ti6Al4V_workpiece,49.65860047
Ti6Al4V_workpiece,46.99505972
Ti6Al4V_workpiece,48.91255006
Ti6Al4V_workpiece,48.3375055
Ti6Al4V_workpiece,51.03808445
Ti6Al4V_workpiece,52.63465424
Ti6Al4V_workpiece,54.77163165
Ti6Al4V_workpiece,48.53290648
Ti6Al4V_workpiece,55.72018234
Ti6Al4V_workpiece,59.36050189
Ti6Al4V_workpiece,53.48867094
Ti6Al4V_workpiece,47.96587338
Ti6Al4V_workpiece,50.56562099
Ti6Al4V_workpiece,57.54092683
Ti6Al4V_workpiece,55.49306563
Ti6Al4V_workpiece,54.18843317
Ti6Al4V_workpiece,52.45571507
Ti6Al4V_workpiece,51.72783537
Ti6Al4V_workpiece,48.86816377
Ti6Al4V_workpiece,46.40995594
Ti6Al4V_workpiece,57.26429495
Ti6Al4V_workpiece,55.61386127
Ti6Al4V_workpiece,50.48987344
Ti6Al4V_workpiece,48.07690703
Ti6Al4V_workpiece,50.25107581
Ti6Al4V_workpiece,52.84241892
Ti6Al4V_workpiece,50.13800904
Ti6Al4V_workpiece,53.18763821
Ti6Al4V_workpiece,52.87638052
Ti6Al4V_workpiece,59.62265244
Ti6Al4V_workpiece,55.09038265
Ti6Al4V_workpiece,53.74297107
Ti6Al4V_workpiece,50.57158419
Ti6Al4V_workpiece,52.32407304
Ti6Al4V_workpiece,49.06783724
Ti6Al4V_workpiece,55.85902694
Ti6Al4V_workpiece,49.93541367
Ti6Al4V_workpiece,54.24222069
Ti6Al4V_workpiece,52.75508999
Ti6Al4V_workpiece,54.08535659
Ti6Al4V_workpiece,53.20547819
Ti6Al4V_workpiece,49.31223062
Ti6Al4V_workpiece,55.01797397
Ti6Al4V_workpiece,50.97803978
Ti6Al4V_workpiece,46.66014856
Ti6Al4V_workpiece,55.13467485
Ti6Al4V_workpiece,50.95017069
Ti6Al4V_workpiece,49.45066778
Ti6Al4V_workpiece,51.90191589
Ti6Al4V_workpiece,54.32004328
Ti6Al4V_workpiece,52.9996738
Ti6Al4V_workpiece,58.35908013
Ti6Al4V_workpiece,50.12763926
Ti6Al4V_workpiece,52.22482936
Ti6Al4V_workpiece,50.46293211
Ti6Al4V_workpiece,57.80671853
