method,component,score,device,normalised_score
human toxicity: non-carcinogenic,Implant (material),127.21404273383577,UKR,22.1140119569828
ionising radiation,Implant (material),4.742120945972477,UKR,3.4877407598679397
land use,Implant (material),0.8038997627866458,UKR,2.6001313471270193
material resources: metals/minerals,Implant (material),6.0203844414956205,UKR,13.526418220639176
ozone depletion,Implant (material),1.594051968648767e-05,UKR,5.701543848456383
particulate matter formation,Implant (material),0.05474340839244863,UKR,4.7764165547698445
photochemical oxidant formation: human health,Implant (material),0.055550388817937287,UKR,3.214407890987471
photochemical oxidant formation: terrestrial ecosystems,Implant (material),0.056602970493341336,UKR,3.231625604396426
water use,Implant (material),3.1320748578557023,UKR,61.43819216057896
acidification: terrestrial,Implant (manufac.),0.008269050742490527,UKR,0.35147137171707227
climate change,Implant (manufac.),3.791617050324216,UKR,0.3708782904047484
ecotoxicity: freshwater,Implant (manufac.),0.09886684523632311,UKR,0.22336265591300664
ecotoxicity: marine,Implant (manufac.),0.13243948976011474,UKR,0.21478236165832842
ecotoxicity: terrestrial,Implant (manufac.),3.5058419294517917,UKR,0.10910614265532877
"energy resources: non-renewable, fossil",Implant (manufac.),1.1266596650836218,UKR,0.6263390752969981
eutrophication: freshwater,Implant (manufac.),0.0018782675667443722,UKR,0.8016768877035194
eutrophication: marine,Implant (manufac.),0.00015090663086657393,UKR,0.7106016482820049
human toxicity: carcinogenic,Implant (manufac.),0.14213617229048048,UKR,0.058034211406415515
human toxicity: non-carcinogenic,Implant (manufac.),2.647299351280874,UKR,0.4601882642030622
ionising radiation,Implant (manufac.),1.7487499264381519,UKR,1.286172678163026
land use,Implant (manufac.),0.0862247173437526,UKR,0.2788850063663462
material resources: metals/minerals,Implant (manufac.),0.012763308752643568,UKR,0.02867621723248502
ozone depletion,Implant (manufac.),1.5832262677062493e-06,UKR,0.5662822897177511
particulate matter formation,Implant (manufac.),0.003250789654194284,UKR,0.2836346142179548
photochemical oxidant formation: human health,Implant (manufac.),0.004657097581326872,UKR,0.2694816640001985
photochemical oxidant formation: terrestrial ecosystems,Implant (manufac.),0.0047379255833689266,UKR,0.2705017332746004
water use,Implant (manufac.),0.03868647702192084,UKR,0.7588666673553999
acidification: terrestrial,Argon,3.4439696351802635e-06,UKR,0.00014638400096020923
climate change,Argon,0.0010613074185065485,UKR,0.00010381214024130628
ecotoxicity: freshwater,Argon,2.4542033012856652e-05,UKR,5.544602603788128e-05
ecotoxicity: marine,Argon,3.2875625645115684e-05,UKR,5.331570311727042e-05
ecotoxicity: terrestrial,Argon,0.000990929143342896,UKR,3.0838942157269165e-05
"energy resources: non-renewable, fossil",Argon,0.00026199224285928277,UKR,0.0001456482238718383
eutrophication: freshwater,Argon,4.920327226426724e-07,UKR,0.00021000802479924336
eutrophication: marine,Argon,3.512023360159425e-08,UKR,0.00016537706621657693
human toxicity: carcinogenic,Argon,4.270344092684105e-05,UKR,1.7435818613891648e-05
human toxicity: non-carcinogenic,Argon,0.000778450362984597,UKR,0.00013532044312888038
ionising radiation,Argon,0.00013183351386394045,UKR,9.696106975305916e-05
land use,Argon,1.4548891424770382e-05,UKR,4.7056897402683704e-05
material resources: metals/minerals,Argon,2.903469527606542e-06,UKR,6.5234277815539595e-06
ozone depletion,Argon,3.7371758918649893e-10,UKR,0.0001336698717227158
particulate matter formation,Argon,2.2013932785166916e-06,UKR,0.00019207374198711033
photochemical oxidant formation: human health,Argon,2.2622933725206813e-06,UKR,0.0001309069805468404
photochemical oxidant formation: terrestrial ecosystems,Argon,2.2785886151890234e-06,UKR,0.00013009114621638588
water use,Argon,2.7609788208809364e-05,UKR,0.0005415884199674089
acidification: terrestrial,Instruments (material),0.0025117459433497288,UKR,0.10676035491929164
climate change,Instruments (material),0.6940001585859192,UKR,0.06788385771578936
ecotoxicity: freshwater,Instruments (material),0.056136990805027126,UKR,0.12682621086171939
ecotoxicity: marine,Instruments (material),0.0814948996449975,UKR,0.13216350380513478
ecotoxicity: terrestrial,Instruments (material),19.245890631790957,UKR,0.5989559515392618
"energy resources: non-renewable, fossil",Instruments (material),0.1637213839072515,UKR,0.0910169267444235
eutrophication: freshwater,Instruments (material),0.00023199585799902765,UKR,0.09901982054832571
eutrophication: marine,Instruments (material),1.946746662487227e-05,UKR,0.09167002001217776
human toxicity: carcinogenic,Instruments (material),1.0308825644711368,UKR,0.42090943999420327
human toxicity: non-carcinogenic,Instruments (material),0.9145021347836513,UKR,0.158970744964094
ionising radiation,Instruments (material),0.04398141830637117,UKR,0.03234750590539304
land use,Instruments (material),0.021840383870638254,UKR,0.07064048201542425
material resources: metals/minerals,Instruments (material),0.06316527556835282,UKR,0.141917836420959
ozone depletion,Instruments (material),2.044119727100518e-07,UKR,0.07311328918239478
particulate matter formation,Instruments (material),0.0022689465731814506,UKR,0.19796783379544045
photochemical oxidant formation: human health,Instruments (material),0.0015975581134749328,UKR,0.0924422585608747
photochemical oxidant formation: terrestrial ecosystems,Instruments (material),0.00164602359623055,UKR,0.09397619864570687
water use,Instruments (material),0.005128527539752503,UKR,0.10060023300460078
acidification: terrestrial,Instruments (manufac.),4.581565360725813e-05,UKR,0.0019473687030014848
climate change,Instruments (manufac.),0.02309910512741612,UKR,0.0022594466967077015
ecotoxicity: freshwater,Instruments (manufac.),0.0009345011233793461,UKR,0.0021112502616297893
ecotoxicity: marine,Instruments (manufac.),0.0012404177011992596,UKR,0.002011634473893951
ecotoxicity: terrestrial,Instruments (manufac.),0.08934095700762643,UKR,0.0027804012264072394
"energy resources: non-renewable, fossil",Instruments (manufac.),0.003387685486757865,UKR,0.0018833014626608619
eutrophication: freshwater,Instruments (manufac.),7.659711103653122e-06,UKR,0.0032692963808816315
eutrophication: marine,Instruments (manufac.),1.430317231116209e-06,UKR,0.006735196300923199
human toxicity: carcinogenic,Instruments (manufac.),0.0015334571060233266,UKR,0.0006261106686604374
human toxicity: non-carcinogenic,Instruments (manufac.),0.024763781969426604,UKR,0.0043047650935658845
ionising radiation,Instruments (manufac.),0.055095950179640016,UKR,0.04052203504180703
land use,Instruments (manufac.),0.001174822624242642,UKR,0.0037998433063576283
material resources: metals/minerals,Instruments (manufac.),0.0002735422562286021,UKR,0.000614586492726721
ozone depletion,Instruments (manufac.),3.1796235213973626e-08,UKR,0.011372755271082911
particulate matter formation,Instruments (manufac.),1.82999991100949e-05,UKR,0.001596693031517342
photochemical oxidant formation: human health,Instruments (manufac.),2.6407951426527582e-05,UKR,0.0015280888083151333
photochemical oxidant formation: terrestrial ecosystems,Instruments (manufac.),2.692059050514203e-05,UKR,0.001536973568765662
water use,Instruments (manufac.),0.0035748001394685764,UKR,0.07012260813418061
acidification: terrestrial,Packaging,0.0007036822666008092,UKR,0.029909620728808615
climate change,Packaging,0.345904150938816,UKR,0.0338347302592503
ecotoxicity: freshwater,Packaging,0.008267973099753162,UKR,0.018679228877626537
ecotoxicity: marine,Packaging,0.011188464774430307,UKR,0.01814477609311107
ecotoxicity: terrestrial,Packaging,1.049583339264177,UKR,0.03266433337464261
"energy resources: non-renewable, fossil",Packaging,0.07557555490116034,UKR,0.04201439408797594
eutrophication: freshwater,Packaging,9.866364989358442e-05,UKR,0.042111341949676154
eutrophication: marine,Packaging,7.358267922035772e-05,UKR,0.3464922173315454
human toxicity: carcinogenic,Packaging,0.010523878784970417,UKR,0.004296900615659599
human toxicity: non-carcinogenic,Packaging,0.20419148660546171,UKR,0.035495239985060746
ionising radiation,Packaging,0.008897544500965141,UKR,0.00654397662402748
land use,Packaging,0.10089359269321352,UKR,0.3263299794697339
material resources: metals/minerals,Packaging,0.007278421926253133,UKR,0.01635293890572747
ozone depletion,Packaging,1.438010340310573e-07,UKR,0.05143420146310774
particulate matter formation,Packaging,0.00032558629613403526,UKR,0.028407726528685055
photochemical oxidant formation: human health,Packaging,0.000607259256104063,UKR,0.0351388889660802
photochemical oxidant formation: terrestrial ecosystems,Packaging,0.0006272174379071987,UKR,0.03580963886167905
water use,Packaging,0.002677308537223509,UKR,0.05251758142706392
acidification: terrestrial,Sterilisation,0.0010212617027463061,UKR,0.0434081568398077
climate change,Sterilisation,0.5901247271662403,UKR,0.05772324763606309
ecotoxicity: freshwater,Sterilisation,0.0489370138711376,UKR,0.11055982786323462
ecotoxicity: marine,Sterilisation,0.06136848884421257,UKR,0.09952370693391395
ecotoxicity: terrestrial,Sterilisation,1.6838285404953752,UKR,0.052402829518081014
"energy resources: non-renewable, fossil",Sterilisation,0.1545543237232366,UKR,0.08592072229441182
eutrophication: freshwater,Sterilisation,8.754695697519206e-05,UKR,0.037366546299597486
eutrophication: marine,Sterilisation,1.0987514280118394e-05,UKR,0.05173891772110079
human toxicity: carcinogenic,Sterilisation,0.019253812733795665,UKR,0.007861333399981173
human toxicity: non-carcinogenic,Sterilisation,0.39110934140689907,UKR,0.0679877509313633
ionising radiation,Sterilisation,0.2898498128403779,UKR,0.2131790854769454
land use,Sterilisation,0.04116199707191526,UKR,0.1331342585872142
material resources: metals/minerals,Sterilisation,0.003329507076725469,UKR,0.007480636099906316
ozone depletion,Sterilisation,2.49990496469926e-07,UKR,0.08941564047807535
particulate matter formation,Sterilisation,0.00035755183801777963,UKR,0.031196751690237955
photochemical oxidant formation: human health,Sterilisation,0.0007845190333786675,UKR,0.04539597697123537
photochemical oxidant formation: terrestrial ecosystems,Sterilisation,0.0007931626118510181,UKR,0.04528392383946042
water use,Sterilisation,0.0025794677745392073,UKR,0.050598355402226465
acidification: terrestrial,Transport,0.011482594514289733,UKR,0.4880612503767043
climate change,Transport,3.7972760777219716,UKR,0.37143183006309916
ecotoxicity: freshwater,Transport,0.010747353292038634,UKR,0.02428071179582044
ecotoxicity: marine,Transport,0.021501455164216345,UKR,0.034869760730925424
ecotoxicity: terrestrial,Transport,11.594096109456485,UKR,0.3608226296374285
"energy resources: non-renewable, fossil",Transport,1.2328678786845053,UKR,0.6853829519505446
eutrophication: freshwater,Transport,5.184390240884108e-05,UKR,0.02212786882199367
eutrophication: marine,Transport,6.547164838379887e-06,UKR,0.030829832320888786
human toxicity: carcinogenic,Transport,0.025865592324186705,UKR,0.010560923577048829
human toxicity: non-carcinogenic,Transport,1.0220367014452973,UKR,0.17766381250475877
ionising radiation,Transport,0.037264543928587954,UKR,0.02740737114012442
land use,Transport,0.012985923921566457,UKR,0.04200163928750009
material resources: metals/minerals,Transport,0.014692589535237263,UKR,0.033010867118053025
ozone depletion,Transport,9.80149482038264e-07,UKR,0.35057610164492153
particulate matter formation,Transport,0.0038515714754804816,UKR,0.33605342264187466
photochemical oxidant formation: human health,Transport,0.0194289132757032,UKR,1.1242486952056332
photochemical oxidant formation: terrestrial ecosystems,Transport,0.019591221035534234,UKR,1.118518886341312
water use,Transport,0.0018517246124608816,UKR,0.03632308221609133
acidification: terrestrial,Anesthesia,0.0012048102576387564,UKR,0.05120978539110447
climate change,Anesthesia,3.6799758330688905,UKR,0.35995806738517433
ecotoxicity: freshwater,Anesthesia,0.015980840970989615,UKR,0.036104348980402275
ecotoxicity: marine,Anesthesia,0.02182138422168639,UKR,0.03538860234418595
ecotoxicity: terrestrial,Anesthesia,0.8766976444793944,UKR,0.027283916442609486
"energy resources: non-renewable, fossil",Anesthesia,0.20975995440755676,UKR,0.11661095178038379
eutrophication: freshwater,Anesthesia,9.570338448991984e-05,UKR,0.040847849784020715
eutrophication: marine,Anesthesia,1.3686400539017586e-05,UKR,0.06444765697984878
human toxicity: carcinogenic,Anesthesia,0.01766929375479499,UKR,0.00721437416417965
human toxicity: non-carcinogenic,Anesthesia,0.3178081582018858,UKR,0.055245578707121046
ionising radiation,Anesthesia,0.4003721607385393,UKR,0.2944661935099254
land use,Anesthesia,0.05388941158554446,UKR,0.17429977570349367
material resources: metals/minerals,Anesthesia,0.0027718444073132962,UKR,0.006227696430386943
ozone depletion,Anesthesia,3.3366794485335954e-07,UKR,0.11934506878206648
particulate matter formation,Anesthesia,0.0004134675969984125,UKR,0.036075456993951864
photochemical oxidant formation: human health,Anesthesia,0.0010255339519000194,UKR,0.05934223859831111
photochemical oxidant formation: terrestrial ecosystems,Anesthesia,0.0010354585236272468,UKR,0.05911729098454249
water use,Anesthesia,0.0028569131301546145,UKR,0.056040671389536396
